"","Released","Age","Gender","Employed","Records","Priority"
"4988","Yes",24,"M","No",3,"Common"
"4991","Yes",34,"M","Yes",1,"Common"
"4993","Yes",39,"M","Yes",1,"Common"
"4994","Yes",18,"M","Yes",2,"Common"
"4996","Yes",20,"M","Yes",1,"Common"
"5000","No",15,"M","Yes",4,"High Attendition"
"5001","Yes",39,"M","No",3,"Common"
"5002","No",23,"M","No",4,"Common"
"5003","Yes",21,"M","Yes",4,"Considerable Attention"
"5005","Yes",27,"M","Yes",3,"Common"
"5006","No",37,"F","No",4,"Common"
"5007","Yes",27,"M","Yes",0,"Common"
"5008","Yes",23,"M","Yes",1,"Common"
"5009","Yes",21,"M","Yes",0,"Common"
"5010","Yes",20,"M","No",1,"Common"
"5011","Yes",17,"M","Yes",4,"High Attendition"
"5015","Yes",17,"M","Yes",5,"High Attendition"
"5016","Yes",17,"M","Yes",0,"Common"
"5018","No",34,"M","Yes",3,"Common"
"5019","Yes",47,"M","Yes",3,"Common"
"5021","Yes",20,"M","Yes",1,"Common"
"5022","Yes",19,"M","Yes",1,"Common"
"5024","Yes",18,"M","Yes",0,"Common"
"5026","Yes",25,"M","Yes",0,"Common"
"5027","Yes",17,"M","Yes",0,"Common"
"5030","Yes",20,"M","Yes",4,"Considerable Attention"
"5031","Yes",18,"M","Yes",3,"Common"
"5032","Yes",24,"M","Yes",2,"Common"
"5033","Yes",17,"M","No",0,"Common"
"5034","Yes",37,"M","Yes",0,"Common"
"5037","No",48,"M","Yes",1,"Common"
"5042","Yes",48,"M","No",3,"Common"
"5043","Yes",15,"F","Yes",0,"Common"
"5045","Yes",22,"M","Yes",1,"Common"
"5047","Yes",15,"M","Yes",1,"Common"
"5048","Yes",21,"M","Yes",1,"Common"
"5049","Yes",28,"M","No",4,"Common"
"5050","No",25,"M","Yes",0,"Common"
"5051","No",20,"M","No",4,"Considerable Attention"
"5056","Yes",28,"M","Yes",0,"Common"
"5059","No",15,"M","Yes",0,"Common"
"5062","Yes",20,"M","Yes",1,"Common"
"5063","Yes",50,"M","Yes",1,"Common"
"5064","Yes",29,"M","No",3,"Common"
"5065","Yes",18,"M","Yes",5,"Common"
"5066","Yes",25,"M","Yes",3,"Common"
"5067","Yes",31,"M","Yes",2,"Common"
"5069","Yes",16,"M","No",4,"High Attendition"
"5070","Yes",30,"M","Yes",3,"Common"
"5071","Yes",21,"M","Yes",0,"Common"
"5072","Yes",17,"M","Yes",0,"Common"
"5077","No",18,"M","Yes",4,"Common"
"5081","Yes",32,"M","Yes",2,"Common"
"5082","No",29,"F","Yes",0,"Common"
"5083","Yes",24,"M","No",4,"Common"
"5088","Yes",20,"M","Yes",4,"Considerable Attention"
"5089","Yes",15,"M","Yes",4,"High Attendition"
"5096","Yes",16,"M","No",1,"Common"
"5099","Yes",19,"M","No",0,"Common"
"5100","Yes",48,"M","Yes",2,"Common"
"5102","Yes",19,"M","Yes",0,"Common"
"5103","Yes",25,"M","Yes",3,"Common"
"5104","Yes",22,"M","Yes",1,"Common"
"5108","No",40,"M","Yes",1,"Common"
"5110","Yes",23,"M","Yes",0,"Common"
"5111","Yes",16,"M","Yes",0,"Common"
"5113","Yes",28,"F","No",4,"Common"
"5115","Yes",21,"M","Yes",3,"Considerable Attention"
"5116","No",18,"M","Yes",3,"Common"
"5117","Yes",17,"M","Yes",1,"Common"
"5122","Yes",32,"F","No",3,"Common"
"5123","Yes",20,"M","Yes",2,"Common"
"5127","Yes",24,"M","Yes",0,"Common"
"5130","Yes",17,"M","Yes",0,"Common"
"5134","Yes",16,"M","Yes",0,"Common"
"5135","Yes",21,"F","Yes",0,"Common"
"5136","Yes",19,"M","No",3,"Considerable Attention"
"5137","No",21,"M","Yes",0,"Common"
"5139","Yes",13,"M","Yes",1,"Common"
"5140","Yes",19,"M","No",4,"Considerable Attention"
"5141","Yes",15,"M","Yes",1,"Common"
"5144","Yes",23,"M","Yes",1,"Common"
"5145","Yes",46,"M","Yes",1,"Common"
"5146","Yes",19,"M","Yes",2,"Common"
"5153","Yes",23,"M","No",2,"Common"
"5155","Yes",22,"M","Yes",0,"Common"
"5158","Yes",17,"M","Yes",0,"Common"
"5162","Yes",21,"M","Yes",1,"Common"
"5163","Yes",26,"F","Yes",0,"Common"
"5164","Yes",15,"M","Yes",1,"Common"
"5165","Yes",22,"M","Yes",1,"Common"
"5167","Yes",32,"M","Yes",0,"Common"
"5169","Yes",16,"M","Yes",1,"Common"
"5170","No",24,"M","No",3,"Common"
"5173","Yes",25,"M","Yes",0,"Common"
"5174","Yes",20,"M","Yes",0,"Common"
"5178","Yes",18,"M","Yes",0,"Common"
"5179","Yes",24,"M","Yes",1,"Common"
"5181","Yes",23,"M","No",4,"Common"
"5182","Yes",22,"M","Yes",3,"Common"
"5186","Yes",17,"F","No",3,"High Attendition"
"5187","Yes",47,"M","Yes",0,"Common"
"5188","Yes",21,"M","Yes",0,"Common"
"5190","Yes",28,"M","Yes",0,"Common"
"5192","Yes",18,"M","Yes",0,"Common"
"5195","Yes",19,"M","Yes",3,"Considerable Attention"
"5197","Yes",38,"M","Yes",2,"Common"
"5198","Yes",16,"M","Yes",0,"Common"
"5204","Yes",20,"M","Yes",1,"Common"
"5205","Yes",17,"M","Yes",0,"Common"
"5206","No",27,"M","Yes",2,"Common"
"5208","Yes",19,"F","Yes",3,"Considerable Attention"
"5210","Yes",42,"M","No",3,"Common"
"5211","Yes",36,"M","Yes",2,"Common"
"5213","No",27,"M","Yes",3,"Common"
"5219","Yes",16,"M","No",3,"High Attendition"
"5220","Yes",24,"M","Yes",2,"Common"
"5222","Yes",17,"M","Yes",0,"Common"
"5223","Yes",21,"F","Yes",0,"Common"
